"","","","","","","","","","","pred"
"228",35,0,0,0,8.65075594826826e-06,3.88694042380794e-313,3.88694042380794e-313,3.88694042380794e-313,3.88694042380794e-313,1
"229",7,0,0,0,0.641292744252,9.60116625199011e-99,2.29971124626401e-314,2.29971124626401e-314,2.29971124626401e-314,1
"230",8,0,0,0,0.535907628572056,8.9718318684662e-113,3.17314838004722e-314,3.17314838004722e-314,3.17314838004722e-314,1
"231",18,0,0,0,0.0143842294022783,7.36059669168689e-254,1.28268976173806e-313,1.28268976173806e-313,1.28268976173806e-313,1
"232",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"233",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"234",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"235",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"236",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"237",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"238",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"239",6,0,0,0,0.734598569999144,9.83544963590975e-85,1.59545148595604e-314,1.59545148595604e-314,1.59545148595604e-314,1
"240",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"241",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"242",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"243",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"244",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"245",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"246",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"247",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"248",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"249",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"250",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"251",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"252",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"253",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"254",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"255",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"256",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"257",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"258",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"259",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"260",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"261",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"262",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"263",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"264",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"265",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"266",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"267",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"268",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"269",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"270",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"271",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"272",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"273",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"274",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"275",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"276",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"277",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"278",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"279",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"280",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"281",5,0,0,0,0.810794654730465,9.70803858325855e-71,1.06650020329691e-314,1.06650020329691e-314,1.06650020329691e-314,1
"282",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"283",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"284",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"285",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"286",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"287",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"288",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"289",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"290",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"291",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"292",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"293",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"294",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"295",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"296",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"297",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"298",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"299",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"300",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"301",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"302",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"303",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"304",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"305",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"306",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"307",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"308",12,0,0,0,0.167349890296697,4.38036916223132e-169,7.3647788087454e-314,7.3647788087454e-314,7.3647788087454e-314,1
"309",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"310",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"311",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"312",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"313",17,0,0,0,0.0220956105978216,1.01113444587183e-239,1.19332180543109e-313,1.19332180543109e-313,1.19332180543109e-313,1
"314",5,0,0,0,0.810794654730465,9.70803858325855e-71,1.06650020329691e-314,1.06650020329691e-314,1.06650020329691e-314,1
"315",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"316",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"317",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"318",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"319",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"320",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"321",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"322",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"323",7,0,0,0,0.641292744252,9.60116625199011e-99,2.29971124626401e-314,2.29971124626401e-314,2.29971124626401e-314,1
"324",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"325",17,0,0,0,0.0220956105978216,1.01113444587183e-239,1.19332180543109e-313,1.19332180543109e-313,1.19332180543109e-313,1
"326",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"327",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"328",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"329",6,0,0,0,0.734598569999144,9.83544963590975e-85,1.59545148595604e-314,1.59545148595604e-314,1.59545148595604e-314,1
"330",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"331",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"332",7,0,0,0,0.641292744252,9.60116625199011e-99,2.29971124626401e-314,2.29971124626401e-314,2.29971124626401e-314,1
"333",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"334",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"335",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"336",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"337",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"338",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"339",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"340",8,0,0,0,0.535907628572056,8.9718318684662e-113,3.17314838004722e-314,3.17314838004722e-314,3.17314838004722e-314,1
"341",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"342",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"343",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"344",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"345",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"346",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"347",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"348",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"349",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"350",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"351",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"352",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"353",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"354",13,0,0,0,0.114901064340487,3.36304637371034e-183,8.34914082124481e-314,8.34914082124481e-314,8.34914082124481e-314,1
"355",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"356",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"357",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"358",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"359",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"360",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"361",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"362",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"363",6,0,0,0,0.734598569999144,9.83544963590975e-85,1.59545148595604e-314,1.59545148595604e-314,1.59545148595604e-314,1
"364",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"365",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"366",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"367",15,0,0,0,0.0513765321901408,1.88027182380278e-211,1.01776951567446e-313,1.01776951567446e-313,1.01776951567446e-313,1
"368",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"369",8,0,0,0,0.535907628572056,8.9718318684662e-113,3.17314838004722e-314,3.17314838004722e-314,3.17314838004722e-314,1
"370",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"371",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"372",14,0,0,0,0.0773628590109678,2.53200663176726e-197,9.28183201620584e-314,9.28183201620584e-314,9.28183201620584e-314,1
"373",5,0,0,0,0.810794654730465,9.70803858325855e-71,1.06650020329691e-314,1.06650020329691e-314,1.06650020329691e-314,1
"374",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"375",7,0,0,0,0.641292744252,9.60116625199011e-99,2.29971124626401e-314,2.29971124626401e-314,2.29971124626401e-314,1
"376",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"377",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"378",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"379",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"380",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"381",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"382",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"383",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"384",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"385",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"386",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"387",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"388",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"389",8,0,0,0,0.535907628572056,8.9718318684662e-113,3.17314838004722e-314,3.17314838004722e-314,3.17314838004722e-314,1
"390",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"391",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"392",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"393",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"394",5,0,0,0,0.810794654730465,9.70803858325855e-71,1.06650020329691e-314,1.06650020329691e-314,1.06650020329691e-314,1
"395",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"396",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"397",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"398",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"399",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"400",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"401",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"402",11,0,0,0,0.237320650947498,5.55516916237263e-155,6.32537602561245e-314,6.32537602561245e-314,6.32537602561245e-314,1
"403",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"404",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"405",22,0,0,0,0.00253369636825381,2.02709958226034e-310,1.67928121943356e-313,1.67928121943356e-313,1.67928121943356e-313,1
"406",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"407",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"408",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"409",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"410",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"411",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"412",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"413",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"414",4,0,0,0,0.869015634853711,9.30517796287652e-57,6.92299785750156e-315,6.92299785750156e-315,6.92299785750156e-315,1
"415",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"416",8,0,0,0,0.535907628572056,8.9718318684662e-113,3.17314838004722e-314,3.17314838004722e-314,3.17314838004722e-314,1
"417",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"418",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"419",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"420",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"421",1,0,0,0,0.960969034271542,7.35928999062232e-15,1.70069182716736e-315,1.70069182716736e-315,1.70069182716736e-315,1
"422",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"423",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"424",13,0,0,0,0.114901064340487,3.36304637371034e-183,8.34914082124481e-314,8.34914082124481e-314,8.34914082124481e-314,1
"425",3,0,0,0,0.911281578665549,8.72622006436487e-43,4.396790166406e-315,4.396790166406e-315,4.396790166406e-315,1
"426",5,0,0,0,0.810794654730465,9.70803858325855e-71,1.06650020329691e-314,1.06650020329691e-314,1.06650020329691e-314,1
"427",2,0,0,0,0.940837671666956,8.05684010886335e-29,2.74925097871873e-315,2.74925097871873e-315,2.74925097871873e-315,1
"428",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"429",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"430",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"431",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"432",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"433",0,2,0,0,2.35018300551113e-315,5.28647006872018e-28,2.35018300551113e-315,2.35018300551113e-315,2.35018300551113e-315,2
"434",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"435",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"436",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"437",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"438",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"439",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"440",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"441",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"442",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"443",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"444",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"445",0,7,0,0,3.23911204834556e-314,1.69423925345699e-95,3.23911204834556e-314,3.23911204834556e-314,3.23911204834556e-314,2
"446",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"447",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"448",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"449",0,13,0,0,1.02301951725614e-313,2.33460974448091e-177,1.02301951725614e-313,1.02301951725614e-313,1.02301951725614e-313,2
"450",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"451",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"452",0,2,0,0,2.35018300551113e-315,5.28647006872018e-28,2.35018300551113e-315,2.35018300551113e-315,2.35018300551113e-315,2
"453",0,0,0,0,0.234452807774073,0.160567792907303,0.0399228617508028,0.0165482702766854,0.000433295343134395,1
"454",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
"455",0,1,0,0,1.2024119693494e-315,1.4415192723609e-14,1.2024119693494e-315,1.2024119693494e-315,1.2024119693494e-315,2
